Season,Round,Circuit,Date,Time (UTC),Air Temperature (°C),Track Temperature (°C),Humidity (%),Wind Speed (km/h)
2011,4,Istanbul Park,08-05-2011,12:00:00Z,11.262500000000001,0.0,79.375,10.037500000000001
2011,5,Circuit de Barcelona-Catalunya,22-05-2011,12:00:00Z,19.595833333333335,0.0,67.5,8.387500000000001
2011,6,Circuit de Monaco,29-05-2011,12:00:00Z,18.762500000000003,0.0,77.0,5.058333333333333
2011,7,Circuit Gilles Villeneuve,12-06-2011,17:00:00Z,15.050000000000004,0.0,88.125,16.925000000000004
2011,8,Valencia Street Circuit,26-06-2011,12:00:00Z,25.82916666666667,0.0,61.25,8.862499999999999
2011,9,Silverstone Circuit,10-07-2011,12:00:00Z,15.699999999999998,0.0,78.375,6.608333333333332
2011,11,Hungaroring,31-07-2011,12:00:00Z,16.55,0.0,80.125,17.562499999999996
2011,12,Circuit de Spa-Francorchamps,28-08-2011,12:00:00Z,13.024999999999997,0.0,78.625,18.591666666666665
2011,13,Autodromo Nazionale di Monza,11-09-2011,12:00:00Z,23.037500000000005,0.0,74.41666666666667,3.7583333333333333
2011,14,Marina Bay Street Circuit,25-09-2011,12:00:00Z,27.254166666666674,0.0,82.25,9.420833333333333
2011,15,Suzuka Circuit,09-10-2011,06:00:00Z,18.400000000000002,0.0,72.79166666666667,5.270833333333334
2011,17,Buddh International Circuit,30-10-2011,09:30:00Z,22.887500000000003,0.0,56.0,6.995833333333334
2011,18,Yas Marina Circuit,13-11-2011,13:00:00Z,23.141666666666666,0.0,67.54166666666667,6.862499999999998
2012,1,Albert Park Grand Prix Circuit,18-03-2012,06:00:00Z,16.408333333333335,0.0,77.04166666666667,10.095833333333335
2012,2,Sepang International Circuit,25-03-2012,08:00:00Z,25.708333333333332,0.0,90.95833333333333,4.704166666666667
2012,3,Shanghai International Circuit,15-04-2012,07:00:00Z,14.245833333333332,0.0,84.29166666666667,7.679166666666667
2012,4,Bahrain International Circuit,22-04-2012,12:00:00Z,16.791666666666668,0.0,72.83333333333333,4.508333333333332
2012,5,Circuit de Barcelona-Catalunya,13-05-2012,12:00:00Z,18.1125,0.0,80.08333333333333,7.500000000000003
2012,6,Circuit de Monaco,27-05-2012,12:00:00Z,17.724999999999998,0.0,86.16666666666667,4.666666666666667
2012,7,Circuit Gilles Villeneuve,10-06-2012,18:00:00Z,19.487499999999997,0.0,62.583333333333336,6.158333333333335
2012,8,Valencia Street Circuit,24-06-2012,12:00:00Z,25.712499999999995,0.0,56.333333333333336,8.775
2012,9,Silverstone Circuit,08-07-2012,12:00:00Z,14.870833333333335,0.0,88.875,10.720833333333333
2012,10,Hockenheimring,22-07-2012,12:00:00Z,15.341666666666669,0.0,64.41666666666667,9.129166666666668
2012,11,Hungaroring,29-07-2012,12:00:00Z,25.00833333333333,0.0,70.875,8.725
2012,12,Circuit de Spa-Francorchamps,02-09-2012,12:00:00Z,14.200000000000001,0.0,76.16666666666667,6.075
2012,13,Autodromo Nazionale di Monza,09-09-2012,12:00:00Z,21.40833333333333,0.0,68.29166666666667,4.187500000000001
2012,14,Marina Bay Street Circuit,23-09-2012,12:00:00Z,26.649999999999995,0.0,86.25,6.362500000000001
2012,15,Suzuka Circuit,07-10-2012,06:00:00Z,19.766666666666666,0.0,71.83333333333333,10.799999999999999
2012,17,Buddh International Circuit,28-10-2012,09:30:00Z,22.562499999999996,0.0,55.375,7.366666666666666
2012,18,Yas Marina Circuit,04-11-2012,13:00:00Z,27.941666666666666,0.0,58.291666666666664,12.0375
2012,19,Circuit of the Americas,18-11-2012,19:00:00Z,13.454166666666666,0.0,54.458333333333336,9.533333333333333
2013,1,Albert Park Grand Prix Circuit,17-03-2013,06:00:00Z,14.720833333333333,0.0,64.58333333333333,15.9125
2013,2,Sepang International Circuit,24-03-2013,08:00:00Z,26.162499999999998,0.0,89.5,3.970833333333333
2013,3,Shanghai International Circuit,14-04-2013,07:00:00Z,16.366666666666667,0.0,71.45833333333333,16.3625
2013,4,Bahrain International Circuit,21-04-2013,12:00:00Z,22.57916666666667,0.0,33.208333333333336,5.970833333333334
2013,5,Circuit de Barcelona-Catalunya,12-05-2013,12:00:00Z,14.750000000000002,0.0,82.66666666666667,9.195833333333333
2013,6,Circuit de Monaco,26-05-2013,12:00:00Z,13.387500000000003,0.0,63.75,7.041666666666667
2013,7,Circuit Gilles Villeneuve,09-06-2013,18:00:00Z,17.208333333333332,0.0,75.45833333333333,12.625
2013,8,Silverstone Circuit,30-06-2013,12:00:00Z,16.587500000000002,0.0,75.58333333333333,18.645833333333332
2013,10,Hungaroring,28-07-2013,12:00:00Z,29.037500000000005,0.0,47.791666666666664,10.0
2013,11,Circuit de Spa-Francorchamps,25-08-2013,12:00:00Z,15.579166666666664,0.0,86.08333333333333,7.645833333333333
2013,12,Autodromo Nazionale di Monza,08-09-2013,12:00:00Z,20.916666666666664,0.0,82.79166666666667,9.083333333333334
2013,13,Marina Bay Street Circuit,22-09-2013,12:00:00Z,28.108333333333334,0.0,78.375,12.325000000000001
2013,15,Suzuka Circuit,13-10-2013,06:00:00Z,18.604166666666668,0.0,62.166666666666664,11.649999999999999
2013,16,Buddh International Circuit,27-10-2013,09:30:00Z,24.35416666666666,0.0,73.29166666666667,6.3
2013,17,Yas Marina Circuit,03-11-2013,13:00:00Z,28.59583333333333,0.0,62.625,12.970833333333333
2013,18,Circuit of the Americas,17-11-2013,19:00:00Z,24.09166666666667,0.0,82.0,14.241666666666667
2014,1,Albert Park Grand Prix Circuit,16-03-2014,06:00:00Z,17.229166666666668,0.0,53.583333333333336,17.029166666666665
2014,2,Sepang International Circuit,30-03-2014,08:00:00Z,26.920833333333334,0.0,86.75,5.845833333333332
2014,3,Bahrain International Circuit,06-04-2014,15:00:00Z,14.191666666666668,0.0,56.583333333333336,3.670833333333334
2014,4,Shanghai International Circuit,20-04-2014,07:00:00Z,14.141666666666667,0.0,85.125,11.033333333333333
2014,5,Circuit de Barcelona-Catalunya,11-05-2014,12:00:00Z,17.395833333333332,0.0,77.875,8.012500000000001
2014,6,Circuit de Monaco,25-05-2014,12:00:00Z,17.15,0.0,75.20833333333333,5.020833333333333
2014,7,Circuit Gilles Villeneuve,08-06-2014,18:00:00Z,21.008333333333336,0.0,63.0,9.479166666666666
2014,8,Red Bull Ring,22-06-2014,12:00:00Z,17.779166666666665,0.0,67.54166666666667,4.233333333333333
2014,9,Silverstone Circuit,06-07-2014,12:00:00Z,15.433333333333332,0.0,64.20833333333333,12.741666666666669
2014,10,Hockenheimring,20-07-2014,12:00:00Z,23.154166666666665,0.0,67.95833333333333,6.3374999999999995
2014,11,Hungaroring,27-07-2014,12:00:00Z,23.075,0.0,76.875,9.633333333333331
2014,12,Circuit de Spa-Francorchamps,24-08-2014,12:00:00Z,11.795833333333334,0.0,75.70833333333333,10.758333333333335
2014,13,Autodromo Nazionale di Monza,07-09-2014,12:00:00Z,20.295833333333334,0.0,81.33333333333333,5.1125
2014,14,Marina Bay Street Circuit,21-09-2014,12:00:00Z,27.145833333333332,0.0,78.375,7.716666666666666
2014,15,Suzuka Circuit,05-10-2014,06:00:00Z,20.479166666666668,0.0,86.125,12.649999999999999
2014,16,Sochi Autodrom,12-10-2014,11:00:00Z,19.208333333333336,0.0,74.375,4.508333333333333
2014,17,Circuit of the Americas,02-11-2014,20:00:00Z,15.1875,0.0,51.208333333333336,13.141666666666671
2014,19,Yas Marina Circuit,23-11-2014,13:00:00Z,23.55416666666667,0.0,79.25,7.916666666666667
2015,1,Albert Park Grand Prix Circuit,15-03-2015,05:00:00Z,14.474999999999996,0.0,71.70833333333333,11.674999999999999
2015,2,Sepang International Circuit,29-03-2015,07:00:00Z,26.791666666666668,0.0,82.79166666666667,4.204166666666667
2015,3,Shanghai International Circuit,12-04-2015,06:00:00Z,13.029166666666667,0.0,77.91666666666667,12.266666666666667
2015,4,Bahrain International Circuit,19-04-2015,15:00:00Z,18.095833333333328,0.0,59.875,7.758333333333334
2015,5,Circuit de Barcelona-Catalunya,10-05-2015,12:00:00Z,19.591666666666672,0.0,69.95833333333333,8.145833333333334
2015,6,Circuit de Monaco,24-05-2015,12:00:00Z,16.924999999999997,0.0,79.16666666666667,4.6875
2015,7,Circuit Gilles Villeneuve,07-06-2015,18:00:00Z,15.64583333333333,0.0,59.666666666666664,8.833333333333334
2015,8,Red Bull Ring,21-06-2015,12:00:00Z,12.1875,0.0,74.58333333333333,4.3999999999999995
2015,9,Silverstone Circuit,05-07-2015,12:00:00Z,16.637500000000003,0.0,65.20833333333333,11.695833333333333
2015,10,Hungaroring,26-07-2015,12:00:00Z,22.808333333333334,0.0,44.458333333333336,16.4625
2015,11,Circuit de Spa-Francorchamps,23-08-2015,12:00:00Z,19.27083333333334,0.0,65.54166666666667,16.95
2015,12,Autodromo Nazionale di Monza,06-09-2015,12:00:00Z,17.30833333333333,0.0,58.458333333333336,5.591666666666666
2015,13,Marina Bay Street Circuit,20-09-2015,12:00:00Z,27.51666666666667,0.0,83.75,5.7124999999999995
2015,14,Suzuka Circuit,27-09-2015,05:00:00Z,21.120833333333334,0.0,81.54166666666667,7.224999999999999
2015,15,Sochi Autodrom,11-10-2015,11:00:00Z,14.941666666666665,0.0,60.083333333333336,6.304166666666667
2015,16,Circuit of the Americas,25-10-2015,19:00:00Z,16.525,0.0,90.08333333333333,25.945833333333336
2015,19,Yas Marina Circuit,29-11-2015,13:00:00Z,24.233333333333334,0.0,64.58333333333333,12.295833333333329
2016,1,Albert Park Grand Prix Circuit,20-03-2016,05:00:00Z,15.8125,0.0,68.91666666666667,9.924999999999999
2016,2,Bahrain International Circuit,03-04-2016,15:00:00Z,14.174999999999999,0.0,63.416666666666664,6.5625
2016,3,Shanghai International Circuit,17-04-2016,06:00:00Z,15.137500000000001,0.0,67.5,10.258333333333335
2016,4,Sochi Autodrom,01-05-2016,12:00:00Z,13.620833333333335,0.0,84.83333333333333,5.0375
2016,5,Circuit de Barcelona-Catalunya,15-05-2016,12:00:00Z,16.062499999999996,0.0,85.16666666666667,8.683333333333334
2016,6,Circuit de Monaco,29-05-2016,12:00:00Z,17.658333333333335,0.0,85.33333333333333,9.120833333333332
2016,7,Circuit Gilles Villeneuve,12-06-2016,18:00:00Z,12.308333333333335,0.0,73.83333333333333,18.90416666666667
2016,8,Baku City Circuit,19-06-2016,13:00:00Z,26.895833333333325,0.0,62.958333333333336,16.566666666666674
2016,9,Red Bull Ring,03-07-2016,12:00:00Z,13.775,0.0,82.58333333333333,4.541666666666666
2016,10,Silverstone Circuit,10-07-2016,12:00:00Z,17.574999999999996,0.0,81.29166666666667,22.887500000000003
2016,11,Hungaroring,24-07-2016,12:00:00Z,24.379166666666663,0.0,76.08333333333333,6.8500000000000005
2016,12,Hockenheimring,31-07-2016,12:00:00Z,20.37916666666666,0.0,72.45833333333333,8.77083333333333
2016,13,Circuit de Spa-Francorchamps,28-08-2016,12:00:00Z,21.925,0.0,68.0,14.220833333333337
2016,14,Autodromo Nazionale di Monza,04-09-2016,12:00:00Z,23.4875,0.0,76.75,3.933333333333333
2016,15,Marina Bay Street Circuit,18-09-2016,12:00:00Z,27.3625,0.0,84.33333333333333,9.520833333333332
2016,16,Sepang International Circuit,02-10-2016,07:00:00Z,28.3125,0.0,73.41666666666667,11.329166666666666
2016,17,Suzuka Circuit,09-10-2016,05:00:00Z,17.470833333333335,0.0,69.75,19.216666666666665
2016,18,Circuit of the Americas,23-10-2016,19:00:00Z,19.520833333333336,0.0,58.541666666666664,11.095833333333333
2016,21,Yas Marina Circuit,27-11-2016,13:00:00Z,24.575000000000003,0.0,55.833333333333336,14.170833333333334
2017,1,Albert Park Grand Prix Circuit,26-03-2017,05:00:00Z,22.516666666666666,0.0,68.875,14.5625
2017,2,Shanghai International Circuit,09-04-2017,06:00:00Z,11.308333333333335,0.0,82.33333333333333,18.575000000000003
2017,3,Bahrain International Circuit,16-04-2017,15:00:00Z,26.554166666666664,0.0,26.25,4.883333333333334
2017,4,Sochi Autodrom,30-04-2017,12:00:00Z,17.891666666666666,0.0,72.91666666666667,5.4875
2017,5,Circuit de Barcelona-Catalunya,14-05-2017,12:00:00Z,19.499999999999996,0.0,60.75,5.866666666666668
2017,6,Circuit de Monaco,28-05-2017,12:00:00Z,23.674999999999997,0.0,46.25,5.233333333333333
2017,7,Circuit Gilles Villeneuve,11-06-2017,18:00:00Z,23.020833333333332,0.0,63.75,24.341666666666665
2017,8,Baku City Circuit,25-06-2017,13:00:00Z,24.120833333333334,0.0,78.54166666666667,18.125000000000004
2017,9,Red Bull Ring,09-07-2017,12:00:00Z,21.88333333333333,0.0,68.95833333333333,4.3500000000000005
2017,10,Silverstone Circuit,16-07-2017,12:00:00Z,18.825000000000003,0.0,78.125,16.312500000000004
2017,11,Hungaroring,30-07-2017,12:00:00Z,24.583333333333332,0.0,59.458333333333336,7.329166666666667
2017,12,Circuit de Spa-Francorchamps,27-08-2017,12:00:00Z,18.695833333333333,0.0,78.54166666666667,7.012500000000002
2017,13,Autodromo Nazionale di Monza,03-09-2017,12:00:00Z,17.57083333333333,0.0,64.625,5.858333333333333
2017,14,Marina Bay Street Circuit,17-09-2017,12:00:00Z,27.174999999999997,0.0,84.70833333333333,13.200000000000001
2017,15,Sepang International Circuit,01-10-2017,07:00:00Z,26.57083333333333,0.0,86.08333333333333,4.237499999999999
2017,16,Suzuka Circuit,08-10-2017,05:00:00Z,21.849999999999998,0.0,86.20833333333333,5.379166666666666
2017,17,Circuit of the Americas,22-10-2017,19:00:00Z,22.10416666666667,0.0,74.91666666666667,19.01666666666667
2017,20,Yas Marina Circuit,26-11-2017,13:00:00Z,24.191666666666674,0.0,51.916666666666664,21.300000000000004
2018,1,Albert Park Grand Prix Circuit,25-03-2018,05:10:00Z,15.78333333333333,0.0,57.0,23.8
2018,2,Bahrain International Circuit,08-04-2018,15:10:00Z,22.054166666666664,0.0,36.833333333333336,6.283333333333334
2018,3,Shanghai International Circuit,15-04-2018,06:10:00Z,12.608333333333336,0.0,67.83333333333333,10.241666666666665
2018,4,Baku City Circuit,29-04-2018,12:10:00Z,14.420833333333333,0.0,65.625,35.908333333333324
2018,5,Circuit de Barcelona-Catalunya,13-05-2018,13:10:00Z,12.9375,0.0,74.54166666666667,9.516666666666666
2018,6,Circuit de Monaco,27-05-2018,13:10:00Z,23.787499999999998,0.0,63.333333333333336,10.983333333333333
2018,7,Circuit Gilles Villeneuve,10-06-2018,18:10:00Z,15.158333333333337,0.0,48.583333333333336,9.408333333333331
2018,8,Circuit Paul Ricard,24-06-2018,14:10:00Z,21.108333333333334,0.0,69.70833333333333,8.125
2018,9,Red Bull Ring,01-07-2018,13:10:00Z,14.758333333333333,0.0,70.58333333333333,5.316666666666667
2018,10,Silverstone Circuit,08-07-2018,13:10:00Z,22.295833333333334,0.0,56.791666666666664,11.125000000000002
2018,11,Hockenheimring,22-07-2018,13:10:00Z,21.570833333333336,0.0,77.79166666666667,6.408333333333334
2018,12,Hungaroring,29-07-2018,13:10:00Z,28.21666666666667,0.0,55.0,8.033333333333333
2018,13,Circuit de Spa-Francorchamps,26-08-2018,13:10:00Z,13.41666666666667,0.0,65.875,15.383333333333333
2018,14,Autodromo Nazionale di Monza,02-09-2018,13:10:00Z,17.541666666666668,0.0,88.08333333333333,3.4541666666666657
2018,15,Marina Bay Street Circuit,16-09-2018,12:10:00Z,27.66666666666666,0.0,75.25,16.950000000000006
2018,16,Sochi Autodrom,30-09-2018,11:10:00Z,18.904166666666665,0.0,84.04166666666667,6.550000000000001
2018,17,Suzuka Circuit,07-10-2018,05:10:00Z,22.054166666666674,0.0,75.375,9.408333333333331
2018,18,Circuit of the Americas,21-10-2018,18:10:00Z,17.404166666666665,0.0,61.791666666666664,16.800000000000004
2018,21,Yas Marina Circuit,25-11-2018,13:10:00Z,27.15833333333333,0.0,61.583333333333336,22.695833333333336
2019,1,Albert Park Grand Prix Circuit,17-03-2019,05:10:00Z,20.35,0.0,76.625,9.654166666666669
2019,2,Bahrain International Circuit,31-03-2019,15:10:00Z,15.966666666666667,0.0,39.541666666666664,6.087500000000001
2019,3,Shanghai International Circuit,14-04-2019,06:10:00Z,12.899999999999997,0.0,82.91666666666667,12.333333333333327
2019,4,Baku City Circuit,28-04-2019,12:10:00Z,14.79166666666667,0.0,82.375,17.849999999999998
2011,1,Albert Park Grand Prix Circuit,27-03-2011,06:00:00Z,15.183333333333332,0.0,77.375,6.05
2011,2,Sepang International Circuit,10-04-2011,08:00:00Z,24.995833333333334,0.0,92.79166666666667,5.379166666666666
2011,3,Shanghai International Circuit,17-04-2011,07:00:00Z,13.983333333333333,0.0,63.291666666666664,8.583333333333334
2011,4,Istanbul Park,08-05-2011,12:00:00Z,11.262500000000001,0.0,79.375,10.037500000000001
2011,5,Circuit de Barcelona-Catalunya,22-05-2011,12:00:00Z,19.595833333333335,0.0,67.5,8.387500000000001
2011,6,Circuit de Monaco,29-05-2011,12:00:00Z,18.762500000000003,0.0,77.0,5.058333333333333
2011,7,Circuit Gilles Villeneuve,12-06-2011,17:00:00Z,15.050000000000004,0.0,88.125,16.925000000000004
2011,8,Valencia Street Circuit,26-06-2011,12:00:00Z,25.82916666666667,0.0,61.25,8.862499999999999
2011,9,Silverstone Circuit,10-07-2011,12:00:00Z,15.699999999999998,0.0,78.375,6.608333333333332
2011,11,Hungaroring,31-07-2011,12:00:00Z,16.55,0.0,80.125,17.562499999999996
2011,12,Circuit de Spa-Francorchamps,28-08-2011,12:00:00Z,13.024999999999997,0.0,78.625,18.591666666666665
2011,13,Autodromo Nazionale di Monza,11-09-2011,12:00:00Z,23.037500000000005,0.0,74.41666666666667,3.7583333333333333
2011,14,Marina Bay Street Circuit,25-09-2011,12:00:00Z,27.254166666666674,0.0,82.25,9.420833333333333
2011,15,Suzuka Circuit,09-10-2011,06:00:00Z,18.400000000000002,0.0,72.79166666666667,5.270833333333334
2011,17,Buddh International Circuit,30-10-2011,09:30:00Z,22.887500000000003,0.0,56.0,6.995833333333334
2011,18,Yas Marina Circuit,13-11-2011,13:00:00Z,23.141666666666666,0.0,67.54166666666667,6.862499999999998
2012,1,Albert Park Grand Prix Circuit,18-03-2012,06:00:00Z,16.408333333333335,0.0,77.04166666666667,10.095833333333335
2012,2,Sepang International Circuit,25-03-2012,08:00:00Z,25.708333333333332,0.0,90.95833333333333,4.704166666666667
2012,3,Shanghai International Circuit,15-04-2012,07:00:00Z,14.245833333333332,0.0,84.29166666666667,7.679166666666667
2012,4,Bahrain International Circuit,22-04-2012,12:00:00Z,16.791666666666668,0.0,72.83333333333333,4.508333333333332
2012,5,Circuit de Barcelona-Catalunya,13-05-2012,12:00:00Z,18.1125,0.0,80.08333333333333,7.500000000000003
2012,6,Circuit de Monaco,27-05-2012,12:00:00Z,17.724999999999998,0.0,86.16666666666667,4.666666666666667
2012,7,Circuit Gilles Villeneuve,10-06-2012,18:00:00Z,19.487499999999997,0.0,62.583333333333336,6.158333333333335
2012,8,Valencia Street Circuit,24-06-2012,12:00:00Z,25.712499999999995,0.0,56.333333333333336,8.775
2012,9,Silverstone Circuit,08-07-2012,12:00:00Z,14.870833333333335,0.0,88.875,10.720833333333333
2012,10,Hockenheimring,22-07-2012,12:00:00Z,15.341666666666669,0.0,64.41666666666667,9.129166666666668
2012,11,Hungaroring,29-07-2012,12:00:00Z,25.00833333333333,0.0,70.875,8.725
2012,12,Circuit de Spa-Francorchamps,02-09-2012,12:00:00Z,14.200000000000001,0.0,76.16666666666667,6.075
2012,13,Autodromo Nazionale di Monza,09-09-2012,12:00:00Z,21.40833333333333,0.0,68.29166666666667,4.187500000000001
2012,14,Marina Bay Street Circuit,23-09-2012,12:00:00Z,26.649999999999995,0.0,86.25,6.362500000000001
2012,15,Suzuka Circuit,07-10-2012,06:00:00Z,19.766666666666666,0.0,71.83333333333333,10.799999999999999
2012,17,Buddh International Circuit,28-10-2012,09:30:00Z,22.562499999999996,0.0,55.375,7.366666666666666
2012,18,Yas Marina Circuit,04-11-2012,13:00:00Z,27.941666666666666,0.0,58.291666666666664,12.0375
2012,19,Circuit of the Americas,18-11-2012,19:00:00Z,13.454166666666666,0.0,54.458333333333336,9.533333333333333
2013,1,Albert Park Grand Prix Circuit,17-03-2013,06:00:00Z,14.720833333333333,0.0,64.58333333333333,15.9125
2013,2,Sepang International Circuit,24-03-2013,08:00:00Z,26.162499999999998,0.0,89.5,3.970833333333333
2013,3,Shanghai International Circuit,14-04-2013,07:00:00Z,16.366666666666667,0.0,71.45833333333333,16.3625
2013,4,Bahrain International Circuit,21-04-2013,12:00:00Z,22.57916666666667,0.0,33.208333333333336,5.970833333333334
2013,5,Circuit de Barcelona-Catalunya,12-05-2013,12:00:00Z,14.750000000000002,0.0,82.66666666666667,9.195833333333333
2013,6,Circuit de Monaco,26-05-2013,12:00:00Z,13.387500000000003,0.0,63.75,7.041666666666667
2013,7,Circuit Gilles Villeneuve,09-06-2013,18:00:00Z,17.208333333333332,0.0,75.45833333333333,12.625
2013,8,Silverstone Circuit,30-06-2013,12:00:00Z,16.587500000000002,0.0,75.58333333333333,18.645833333333332
2013,10,Hungaroring,28-07-2013,12:00:00Z,29.037500000000005,0.0,47.791666666666664,10.0
2013,11,Circuit de Spa-Francorchamps,25-08-2013,12:00:00Z,15.579166666666664,0.0,86.08333333333333,7.645833333333333
2013,12,Autodromo Nazionale di Monza,08-09-2013,12:00:00Z,20.916666666666664,0.0,82.79166666666667,9.083333333333334
2013,13,Marina Bay Street Circuit,22-09-2013,12:00:00Z,28.108333333333334,0.0,78.375,12.325000000000001
2013,15,Suzuka Circuit,13-10-2013,06:00:00Z,18.604166666666668,0.0,62.166666666666664,11.649999999999999
